content,score,sentiment_polarity,sentiment_subjective,sentiment_rating
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mantul,5,0.0,0.0,Positive
bagus banget,3,0.0,0.0,Neutral
jos,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
recommended nyimpan uang digital prose cepat ribet gratis tranfer atm si,5,0.0,0.0,Positive
bintang klo ber hasil acc kasih bintang,3,0.0,0.0,Neutral
mo masuk akun ribet,1,0.0,0.0,Negative
gilir video call operator pura pura,1,0.0,0.0,Negative
mudah praktis gratis rekomendasi banget daftar jogo pokoknyaa,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
tolong gratis maju,5,0.0,0.0,Positive
bagus bantu,5,0.0,0.0,Positive
bagus gu gu gu,5,0.0,0.0,Positive
login ulang susah banget norek pakai login ribetnya ampun,3,0.0,0.0,Neutral
kasih bintang super,5,0.3333333333333333,0.6666666666666666,Positive
hadir bantu dlm transfer gratis,5,0.0,0.0,Positive
enak simpel pakai,5,0.0,0.0,Positive
gajelas tiba2 akun retas trus saldo ilang pinter banget 500 admin,1,0.0,0.0,Negative
gimana akun nomor aktif,1,0.0,0.0,Negative
metode deposit qris dana ovo 22 oktober 2023 edited qris scan ama dana bca tetep transfer manual topup saldo,5,0.0,0.0,Positive
suka,5,0.0,0.0,Positive
enak bangetttt hadiah maknyus,5,0.5,0.5,Positive
senang,5,0.0,0.0,Positive
coba amanah,2,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
lancar,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus keren transfer gratis mantab,5,0.0,0.0,Positive
mohon prose tari cepat kasih gratis biaya transfer,5,0.0,0.0,Positive
lebi lancar,5,0.0,0.0,Positive
kerennnn,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
login banding seabank,5,0.0,0.0,Positive
malam pakai kasih 25 free tranfer pakai kasih free tranfer anehh banget kasih,1,0.4,0.8,Negative
kode referal,1,0.0,0.0,Negative
gimana gopay driver,4,0.5,0.5,Positive
lancar,5,0.0,0.0,Positive
keren banget saldo 25rb,5,0.0,0.0,Positive
masuk susah hp nik ktp masuk uninstal,1,0.0,0.0,Negative
mantaff cepat kilat transaksi you,5,0.0,0.0,Positive
digital mudah belanja simpan uang,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
ratus ribu bonus,5,0.0,0.0,Positive
manta,5,0.0,0.0,Positive
aduhhh ribet ampun login pasword bilang salah anjur pasword hasil pasword login bilang salah pin salah,3,0.0,0.0,Neutral
mantap,5,0.0,0.0,Positive
kirain fitur pinjam,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
keren transaksi ribet,5,0.0,0.0,Positive
digital,5,0.0,0.0,Positive
keren nabung,5,0.0,0.0,Positive
recomended transfer saldo masuk kirim saldo recomend unduh unduh gamau saldo ilang,1,0.0,0.0,Negative
kena biaya kirim,5,0.5,0.5,Positive
bagus mudah,5,0.0,0.0,Positive
mantan 25rb,5,0.0,0.0,Positive
bagus uang acc,1,0.0,0.0,Negative
tolol,1,0.0,0.0,Negative
kode verif kirim wa email aneh,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
log sulit,1,0.0,0.0,Negative
mohon bantu tindak rekening nma kerja ambil uang saldo dana akun dana diem tnpa tau kemarin bru isi saldo dana mlah ambil sma tanggung dri syariah gital tindak rekening,2,0.0,0.0,Negative
engga pakai,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mudah,5,0.0,0.0,Positive
hapus akun ribet bnget,2,0.0,0.0,Negative
woi gabisa masuk akun adaa isi,2,0.0,0.0,Negative
verifikasi wajah tampil putih,1,0.0,0.0,Negative
performa,5,0.0,0.0,Positive
aplikasiny nge bug force close,3,0.0,0.0,Neutral
manfaat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
banget simpel ajar bodoh mudah paham salam,5,0.5,0.5,Positive
transfer cepat biaya admin murah jarang ganggu banyakin limit transfer,5,0.0,0.0,Positive
coba te,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
susah buka instal sampah penuh ram hp,1,0.0,0.0,Negative
login susah ampun akun pw bener salah ujung kunci akun kelas kaya gin woi,1,0.0,0.0,Negative
ayo tabung,5,0.0,0.0,Positive
soga,5,0.0,0.0,Positive
cepet aman,5,1.0,0.3,Positive
mantap,5,0.0,0.0,Positive
takut pakai liat reviewnya keluh transfer skrg gopay tabung saldo ilang takut,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
transaksi cepat negri,5,0.0,0.0,Positive
nomer hp pakai susah hubung ribet,2,0.0,0.0,Negative
mantap gampang,5,0.0,0.0,Positive
trasfer pending,3,0.0,0.0,Neutral
rekomended orang ngurusin bikin rekening kartu debit daftar hp kartu rumah,5,0.0,0.0,Positive
suka pakai fiturnya,5,0.0,0.0,Positive
job,5,0.0,0.0,Positive
selamat free lancar main ber manfaat,5,0.4,0.8,Positive
cepat nyaman,5,0.0,0.0,Positive
kerennn,5,0.0,0.0,Positive
mudah,4,0.0,0.0,Positive
mantap tingkat,5,0.0,0.0,Positive
susah login ribet banget verifikasi langkah suruh pilih aneh sangan sulit masuk akun,1,0.0,0.0,Negative
butuh dana desak,4,0.0,0.0,Positive
mudah urus transfer beli pulsa isi token card atm ilang bikin apl kirim gaperlu ribet ngurus rumah,5,0.5,0.5,Positive
transaksi cepat kilat gratis biaya,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
banking gag video call tulis suruh video call gilir klik error,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap kecewa,5,0.0,0.0,Positive
ribet daftar akun ngalahin konvensional,1,0.0,0.0,Negative
susah banget login payah male,1,0.0,0.0,Negative
fc,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
saran adain tabung rencana livin autodebit gtuh,5,0.0,0.0,Positive
lumayan,2,0.0,0.0,Negative
mudah,5,0.0,0.0,Positive
layan,5,0.0,0.0,Positive
kantong utama account account rdn one,5,0.0,0.0,Positive
ilang uang gara install ulang hp suruh sampe lupa iklas bah ilang duet gara ribet,1,0.0,0.0,Negative
gratis transfer,5,0.0,0.0,Positive
cash back hadiah promo,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
percaya,5,0.0,0.0,Positive
simpel praktis verifikasi aman data vc layan,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
kalo mu enak verifikasi daftar gopay tinggal gopay langsung premium,5,0.0,0.0,Positive
kasih bintang,4,0.0,0.0,Positive
gratis transfer ana,5,0.0,0.0,Positive
puas gampang buka trasaksi mudah,5,0.0,0.0,Positive
isi otp masuk masuk menu gimana,3,0.0,0.0,Neutral
turun bintang prose tranfer gopay lambat,3,0.0,0.0,Neutral
bagus,4,0.0,0.0,Positive
verifikasi video call gabisa login ganggu gajelas,1,0.0,0.0,Negative
coba,5,0.0,0.0,Positive
bagus potong klw kayak gin,5,0.0,0.0,Positive
bagus bantu mudah hadir beli mata uang asing digital,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
lot,1,0.0,0.0,Negative
apkikasi bodong njirr gue chat via email konfirmasi acc vc kaya gtu buka malesin mending gue uninstall jelekkkk,1,0.0,0.0,Negative
aneh curi data data masuk mintain password download mending pikir awas data salah gunain 19 oktober 2023 unistall bawa jalur hukum,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
siang,1,0.0,0.0,Negative
layan mending blue jenius,1,0.0,0.1,Negative
urus transfer hambat finansial,1,0.5,0.5,Negative
transfer gopay driver ganggu,2,0.0,0.0,Negative
tawar solusi login device verifikasi device device rusak hilang curi kayak temu solusi login device,1,0.0,0.0,Negative
biar bintang bicara,5,0.0,0.0,Positive
masuk verifikasi via wa nomor aktif ribet,5,0.0,0.0,Positive
online,5,0.7,0.6000000000000001,Positive
bagus bayar gampang gampang aman cepat,5,0.0,0.0,Positive
recommended csnya bantu ganti nomor hp aktif paksa uninstall login,1,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
bagus ngelag,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
sat,1,0.0,0.0,Negative
nyari digital indonesia fitur tabung fitur kartu debit transfer bayar fiturnya inovatif mudah ringan minim loading tahan tingkat sukses,5,0.0,0.0,Positive
sampah,1,0.0,0.0,Negative
masuk login koq bisa2 notif salah,3,0.0,0.0,Neutral
cabang keluh kesah blokir becus tahan konsumen bikin laku,1,0.0,0.0,Negative
mantap pokok,5,0.0,0.0,Positive
bagus bantu transaksi mudah,3,0.0,0.0,Neutral
mantap cepet,5,0.0,0.0,Positive
sip,5,0.0,0.0,Positive
mudah,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
tau kasih saldo,5,0.0,0.0,Positive
mmbantu,5,0.0,0.0,Positive
mudah bonus,5,0.0,0.0,Positive
nyaman,5,0.0,0.0,Positive
bsa kunci ribet klw pngn invest male nerusin,1,0.0,0.0,Negative
terima kasih,5,0.0,0.0,Positive
mw daftar bilang daftar,1,0.0,0.0,Negative
bagus transaksi vcc fasilitas kantong kantong pisah pisah kek kl rumah kepake manfaat,5,0.0,0.0,Positive
praktis,1,0.0,0.0,Negative
keren,5,0.0,0.0,Positive
bagus terpecaya vertivikasi cepat,5,0.0,0.0,Positive
pokok keren,5,0.0,0.0,Positive
rek tabung fitur2 keren money management,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
cepat bagus biaya adm,5,0.0,0.0,Positive
terima kasih,5,0.7,0.6000000000000001,Positive
insyaallah barokah,5,0.0,0.0,Positive
bagus muas,5,0.0,0.0,Positive
kirim,5,0.0,0.0,Positive
bijaksana,5,0.0,0.0,Positive
potong,4,0.0,0.0,Positive
mantul,5,0.0,0.0,Positive
gooddddd,5,0.0,0.0,Positive
login susah password bener pin bener tetep masuk error gajelas,1,0.0,0.0,Negative
sip aman,5,0.0,0.0,Positive
prose mudah,5,0.0,0.0,Positive
sempurna,5,0.0,0.0,Positive
digital bagus fitur fiturnya kece helpful anak muda suka bikin tabung dipisah2 sumpah keren,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
bener nama artos,3,0.0,0.0,Neutral
mantap,5,0.0,0.0,Positive
kecewa log tulis salah tolong,1,0.0,0.0,Negative
bantu transaksi,5,0.0,0.0,Positive
mantap,4,0.0,0.0,Positive
tolong,1,0.0,0.0,Negative
vidcall masuk data data tolong hapus gimana sii,1,0.0,0.0,Negative
keren,5,0.0,0.0,Positive
lengkap,1,0.0,0.0,Negative
gmn login pw email bner kog kirim otp ngetik masuk,1,0.0,0.0,Negative
sesuai,1,0.0,0.0,Negative
keren,5,0.0,0.0,Positive
transfer ewallet loadingnya gatau salah hp sinyal bagus,2,0.0,0.0,Negative
tranfer ribet biaya admin,5,0.0,0.0,Positive
login susah,1,0.0,0.0,Negative
bagus banget,5,0.0,0.0,Positive
mudah pakai gampang,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
sederhana isi data2 cepat aju pinjam hasil tdk akun buka rek aneh minjam bkn tabung data2 berkas lanjur masuk sistem tolong hapus permanen tagih maslh anak tanggung harga,1,0.0,0.0,Negative
far,5,0.39999999999999997,0.8,Positive
bantu,5,0.0,0.0,Positive
payah login hp bru ampun banget auto hp,1,0.0,0.0,Negative
banget,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
bingung transfer cepatt,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
nggk nasabah janji email numpuk email jasa sumpah make,1,0.0,0.0,Negative
gampang biaya tfnya gratis,5,0.0,0.0,Positive
habis vidio call buka,1,0.0,0.0,Negative
gimana login telepon hilang aktif otp kirim hilang,1,0.0,0.0,Negative
lupa pasword nomor aktif login,5,0.0,0.0,Positive
mudah,5,0.0,0.0,Positive
mohon tingkat bayar tagih virtual account bayar tera masuk tagih manual mohon tingkat bayar tagih tagih muncul cari tagih bayar,3,0.0,0.0,Neutral
rekening syarat bingung,1,0.0,0.0,Negative
log nomor ganti fitur livechat customer servicenya,3,0.0,0.0,Neutral
keren,5,0.0,0.0,Positive
bagus mudah pakai transfer gampang dapet bonus mantap kali,5,0.0,0.0,Positive
mntap,5,0.0,0.0,Positive
gimana buka akun lupa,1,0.0,0.0,Negative
biar ngasih bintang,5,0.0,0.0,Positive
sulit login online jangka suruh login tele tele sulit login ulang tolong fitur kenal wajah,1,0.0,0.0,Negative
orang orang licik gaes nyuruh orang install janji bayar bayar download jelek komen,1,0.0,0.0,Negative
ayooo login kasih bintang,5,0.0,0.0,Positive
hormat tolong bantu akun lupa password pakai nomer tsb email pakai kirim kode verifikasi email,4,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagusss transaksi cepat mudah,5,0.0,0.0,Positive
emang,5,0.5,0.5,Positive
mantap,5,0.0,0.0,Positive
sukses,5,0.0,0.0,Positive
bantu,4,0.0,0.0,Positive
mantab,5,0.5,0.5,Positive
lancar aman,5,0.0,0.0,Positive
sip,5,0.0,0.0,Positive
jos,5,0.0,0.0,Positive
mandiri transfer cepat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mntap,5,0.0,0.0,Positive
kasih rating bintang dapet adventure happy banget bonus bonus,5,0.8,1.0,Positive
transaksi,5,0.0,0.0,Positive
awsome,5,0.0,0.0,Positive
sial pindah akun hp ribet banget daftar hp nelpon call center berbelit2,1,-0.1,0.1,Negative
sesuai harap,5,0.0,0.0,Positive
lumayan 25k gratis,4,0.0,0.0,Positive
ribet login pdhl akun curi,1,0.0,0.0,Negative
ribet kalo blokir delete lahh,1,0.0,0.0,Negative
unistal aktif,5,0.0,0.0,Positive
bintang download,3,0.0,0.0,Neutral
simple,5,0.0,0.35714285714285715,Positive
verifikasi foto bilang izin harap,1,0.0,0.0,Negative
ayu nabung,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
transaksi,5,0.0,0.0,Positive
mantaaaap,5,0.0,0.0,Positive
thnks bng,5,0.0,0.0,Positive
coba,2,0.0,0.0,Negative
download ntar nyesal,1,0.0,0.0,Negative
limit kredit pinjam uang,1,0.0,0.0,Negative
kode ferivikasi masuk,1,0.0,0.0,Negative
susah login kalaw hp hilang hapal bikin ribet kaya gunta ganti hp susah,1,0.0,0.0,Negative
job,5,0.7,0.6000000000000001,Positive
bagus,5,0.0,0.0,Positive
verifikasi langkah nyusahin,1,0.0,0.0,Negative
akun login,1,0.0,0.0,Negative
joss poll,5,0.0,0.0,Positive
baguuus puas isi simple enak pakai,5,0.0,0.35714285714285715,Positive
pinjam uang mn,5,0.0,0.0,Positive
mudah cepat,5,0.0,0.0,Positive
log verifikasi hp hp log out gimana log coba,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap poko,5,0.0,0.0,Positive
bagus sebenernya harga saham turun tunggu harga saham angka 1000,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
kecewa nasabah sulit kemarin jual hp hubung pakai hp download sulit masuk ikutin gagal kecewa kirim pesan lwat gmail itu2 manusia si identitas masuk undur,1,0.0,0.0,Negative
bagus pakai banget,5,0.0,0.0,Positive
log susah google playstore sedia bintang gausa kasih bintang,1,0.0,0.0,Negative
bantu,4,0.0,0.0,Positive
transaksi cepat hasil mantap biaya,5,0.0,0.0,Positive
puas layan dai,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
susah daftar kode otp masuk coba 10x tetep uninstal lgi,1,0.0,0.0,Negative
mantul,5,0.0,0.0,Positive
layan apl mantap minus,5,0.35000000000000003,0.3666666666666667,Positive
akun atm gara2 ganti hp email akses sia sia,1,0.0,0.0,Negative
tingkat tawar paylater investasi,3,0.7,0.6000000000000001,Neutral
sesuai nama emang mudah erti,5,0.0,0.0,Positive
bagusss kalih mantap,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
bener,5,0.0,0.0,Positive
bantu urus uang terima kasih syariah,5,0.0,0.0,Positive
bantu atur uang topup alfa indo,5,0.0,0.0,Positive
first apply hope acc,5,0.25,0.3333333333333333,Positive
pusing bner bner btuh bsa msuk,1,0.0,0.0,Negative
ak bintang,2,0.0,0.0,Negative
bagus bantu bayar mudah,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
lumayan,4,0.0,0.0,Positive
susah login ganti perangkat verifikasi ulang kacau,1,0.0,0.0,Negative
bagus skali,5,0.0,0.0,Positive
nomer telepon aktif login karna otp saran atur pulih akun halaman neobank enak pulih akun kyc verifikasi wajah ulang mandiri data kantor lucu jaman serba canggih modern rekening kyc onlain,3,0.2,0.3,Neutral
digital nga panik isi,5,0.0,0.0,Positive
praktis,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
download bner apload berkas login error mulu hadeeeh buka rek,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
ktp aman ragu,2,0.0,0.0,Negative
suka banget pliss tolong konsisten update nyaman banget,5,0.0,0.0,Positive
hp hilang nomor rusak hilang aktif masuk akun,2,0.0,0.0,Negative
aman akun bobol orang tanggung,4,0.0,0.0,Positive
terima kasih,3,0.0,0.0,Neutral
mudah transaksi,5,0.0,0.0,Positive
login ribet ampun bener login,1,0.0,0.0,Negative
fine mlakukan transaksi eror nggk transaksi suruh login truss uang untung bsa masuk lngsung transfer uang smpai hasil ehh tau cek nggk bsa masuk,2,0.4166666666666667,0.5,Negative
jaya,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus si kesel tunggu jam akun gara salah pin login bikin ribet salah password tunggu jam mending ribet nyusahin bikin emosi doang percaya,1,0.0,0.0,Negative
respon cepet mantap tampil pakai emng ribet suka sistem dompet visa nyangka gratis 100 gratis kendala si kenal kalang luas,5,0.5,1.0,Positive
mantap,5,0.0,0.0,Positive
simple,5,0.0,0.35714285714285715,Positive
mudah2an nambahin fitur tabung usd,4,0.0,0.0,Positive
okeh,5,0.0,0.0,Positive
cocok bisnis,5,0.0,0.0,Positive
mantap,4,0.5,0.5,Positive
100 rb bca masuk dwonload rugi,1,0.0,0.0,Negative
kirim dana,3,0.0,0.0,Neutral
jngn php bos daftar iming promo daftar promonya kunjung konsisten laku ojk,1,0.0,0.0,Negative
bagus atm promo gagal jdnya atm,5,0.0,0.0,Positive
tolong kerja nyaa kaa uang akun blokir hubung kait suruh nunggu verifikasi kode email kode masuk tolong kerja kaa uang segitu tolong akun saldo sayaaa cari uang mudah lapor polisi,1,0.5,0.5,Negative
kali daftar tolak usaha daftar tolong terima niat jahat,3,0.0,0.0,Neutral
mantul,5,0.0,0.0,Positive
rekomendasi knp krna bonus referral nunggu 30 mnding belah selesai daftar langsung cair deposit selamat tinggal jk sistem referral mu sprti ad rekomendasi kn,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
hp asus hilang login samsung,5,0.0,0.0,Positive
buruk tarik tunai uang prose tunggu 1x24 jam 1x24 jam nasabah follow kabar suruh tunggu cape follow alas cek tim kait ngerti kerja tim kait syarat komplain telpon angkat cape follow tarik saldo,1,0.0,0.0,Negative
cepat bagus job,5,0.7,0.6000000000000001,Positive
bagus cepat aman kantor,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
syar digital amanah,5,0.0,0.0,Positive
mantep banget,5,0.0,0.0,Positive
mantap prose cepat,5,0.0,0.0,Positive
sagat bantu,5,0.0,0.0,Positive
log susah,2,0.0,0.0,Negative
tolong sulit banget login,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
digital,5,0.5,0.15,Positive
gimna login suruh verifikasi langkah menu utama tolong,2,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
bantu transaksi,5,0.0,0.0,Positive
markotop,5,0.5,0.5,Positive
dapet uang 25k,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
sangat2 bantu,5,0.0,0.0,Positive
saran merespon kendala,1,0.0,0.0,Negative
ribet,1,0.0,0.0,Negative
ribet,4,0.0,0.0,Positive
syariah,5,0.5,0.5,Positive
layan transfer detik pokok rekomendasi banget,5,0.0,0.0,Positive
susah masuk akun,3,0.0,0.0,Neutral
bagus,5,0.0,0.0,Positive
puas,5,0.0,0.0,Positive
tipu2 kirim kartu kurir kirim trs reward open rekening referal tahan saldo parah habis pulsa energi komplain wa slow respon nyambung selesai,1,-0.15000000000000002,0.44999999999999996,Negative
salah digital,5,0.0,0.0,Positive
puas,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
transfer masukin pin gilir gede password lupa password kena blokir suruh nunggu jam login hp bener terang akun sesuai saldo ngeri gimana kalo sampe gabisa masuk akun,1,0.0,0.0,Negative
bagus mudah operasi rekomen,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
verifikasi langkah hp hubung masuk hp doang ilang tabung,1,0.0,0.0,Negative
mantap muas,4,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
mntap sngat bantu,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
keren tarik tunai free adminnya banyakin,5,0.4,0.8,Positive
mata sakit harap mode gelap ajar jqgo,2,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
poko thebest,5,0.0,0.0,Positive
tolong fitur deposito,5,0.0,0.0,Positive
force close hp ram memory 128gb koneksi internal lega promo mulu ganggu orang,1,0.0,0.0,Negative
tolong tanda transfer hasil transfer bayar tanda transfer hasil resi bingung overall mudah pakai tolong tingkat,2,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
susah buka,5,0.0,0.0,Positive
saran download la tiba2 tagih platform ngajuin tolong data disalahgunakan donk,1,0.0,0.0,Negative
keren canggih,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
adain fitur isi money kai dll,5,0.0,0.0,Positive
kendala,5,0.0,0.0,Positive
akun blokir,2,0.0,0.0,Negative
cepat banget free,5,0.4,0.8,Positive
mudah transaksi,4,0.0,0.0,Positive
mantaaap,5,0.0,0.0,Positive
mantap bikin online cepat banget terusss,5,0.0,0.0,Positive
susah bener login dikarnakan verifikasi masuk akun,1,0.0,0.0,Negative
sign login pulih nasabah sistem aktif error,3,0.0,0.0,Neutral
keren,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
manfaat banget topup ewalet transaksi visa,5,0.0,0.0,Positive
aolikasi bantu mantaaaap,5,0.0,0.0,Positive
fitur bagus lancar bagus,5,0.0,0.0,Positive
keren banyakin cash back,4,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
simpan uang situ hilang password ratus ganti sabar tunggu akun minggu bilang akun blokir transaksi masuk masuk masuk langsung blok kecewa sesal jujur minggu respon,3,0.0,0.0,Neutral
mantappp,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
suka blokir akun,1,0.0,0.0,Negative
ngebug transaksi,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
job,5,0.7,0.6000000000000001,Positive
buruk kirim uang saldo potong status sukses wallet tuju saldo masuk telp kali trus suruh nunggu hasil kirim gopay kecewa,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
muas salah pencet dll trim,5,0.0,0.0,Positive
mantap mobile banking mudah,5,0.0,0.0,Positive
bantu mudah,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
fiturnya sesuai bintang isi ewalet kena biayaya 500 tarik tunai atmnya sedia paksa narik atm 500 rekomend dipake sehari2,1,0.0,0.0,Negative
login susah rek bantu pusat tolol,1,0.0,0.0,Negative
slalu berkah,4,0.0,0.0,Positive
parah,5,0.0,0.0,Positive
login susah bner aneh,2,0.0,0.0,Negative
kartu kredit visa mudah,5,0.0,0.0,Positive
hati hati,1,0.0,0.0,Negative
nama jaga kantong mantap,5,0.0,0.0,Positive
praktis mudah biaya admin minim,5,0.5,0.5,Positive
batu,5,0.0,0.0,Positive
coba bantu dlm transaksi,5,0.0,0.0,Positive
keren fiturnya nge bug wkwkkw,5,0.0,0.0,Positive
potong dapet kartu debit gratis terima kasih,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
aneh daftar segi email hp daftar pakai mode lupa password aneh,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
kirim uang lelet kembang,4,0.0,0.0,Positive
suka banget,5,0.0,0.0,Positive
mantabbb,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
lancar,5,0.0,0.0,Positive
ambil uang atm pakai,5,0.0,0.0,Positive
install slik ojk pinjam,1,0.0,0.0,Negative
login ribet premium call,1,0.0,0.0,Negative
sayang free transfer,5,0.4,0.8,Positive
rekomendasi,5,0.0,0.0,Positive
hape rusak login hape suruh cek otentikasi hape alur loginnya kayak gin,3,0.0,0.0,Neutral
mantap,5,0.0,0.0,Positive
hebat transfer gratis,5,0.0,0.0,Positive
singkat padat,5,0.0,0.0,Positive
mi mi tabung kunci dana rencana,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
rekomend transaksi cepat lancar,5,0.0,0.0,Positive
ribet masuk,1,0.0,0.0,Negative
tolol ganti hp verifikasi langkah hp jual suruh ngisi inget anj transaksi email slow respon kelar2 login akun kaya bobol akun orang,1,-0.30000000000000004,0.39999999999999997,Negative
fitur kantong bantu atur tampil kantong ukur kantong,4,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
parah login susah edan,1,0.0,0.0,Negative
amanah alam pakai cepat selesai mantap,5,0.0,0.0,Positive
suruh daftar bom akun situ kolom kode dapet kode mna pencet tombol salah,1,0.0,0.0,Negative
respond via wa email sabar hadap customer team,5,0.2,0.6,Positive
mantap,5,0.0,0.0,Positive
log susah,1,0.0,0.0,Negative
tolong install force close mulu gimana hapus cache data fc mulu edit nama bikin susah ampe dichat bibit suruh nama rekening tolong ane bibit gin,2,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
tingkat,5,0.0,0.0,Positive
hebat,5,0.0,0.0,Positive
abis update mental mental mulu nyesel update versi 28,3,-0.1,0.2,Neutral
mantap bunga simpan duit sni,5,0.0,0.0,Positive
bonusny,5,0.0,0.0,Positive
gajelas komplain tanggap service center kalo komplain beres,1,-0.1,0.1,Negative
senang rek kelola uang suka ubah kantong sesuai plan,5,0.0,0.0,Positive
tranfer dana cepat coba,4,0.0,0.0,Positive
deposito bunga belah fitur mudah sayang transaksi kartu debit merchant sulit,4,0.0,0.0,Positive
ganti nomor hp nomor hp daftar aktif hilang,1,0.0,0.0,Negative
ganggu,1,0.0,0.0,Negative
far digital percaya promonya asli tipu2 tenang nasabah digital percaya tmrw uob digital percaya line digital percaya deposito jamin lp nasabah line mending pindah dana tmrw korban tipu,5,0.02,0.2,Positive
smoga amanah,5,0.0,0.0,Positive
coba,4,0.5,0.5,Positive
ngaco verifikasi coba sengaja salah parah ngaco gimana coba ngambil duit,1,0.0,0.0,Negative
mantap banget,5,0.0,0.0,Positive
mutu,1,0.0,0.0,Negative
smoga,4,0.0,0.0,Positive
sekrang login suka mental gitu suka,4,0.0,0.0,Positive
login sulit akun masuk,1,0.0,0.0,Negative
mantap pakai,5,0.0,0.0,Positive
maaf tolong hapus data login salalu kendala,1,0.0,0.0,Negative
mudah transaksi,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
mantull,5,0.0,0.0,Positive
lumayan,4,0.0,0.0,Positive
