userName,score,at,content
Pengguna Google,5,2023-12-13 22:00:30,Bagus👍👍
Pengguna Google,5,2023-12-13 18:04:32,"sangat membantu,, trimakasih..."
Pengguna Google,5,2023-12-13 17:07:35,"Terimakasih sangat membantu,Jago syariah adalah Bank digital andalan amanah dan aman 🙏🙏🙏🙏 Cuma kenapa kartu debt fisik sdh satu bulan saya bikin blm nyampai juga ke alamat saya..."
Pengguna Google,5,2023-12-13 17:04:04,Aplikasi Ini sangat memuaskan
Pengguna Google,5,2023-12-13 15:14:36,Good
Pengguna Google,5,2023-12-13 14:50:38,mantap jago banyak cashback nya
Pengguna Google,5,2023-12-13 14:25:20,Semakin di perketat sesi keamanannya
Pengguna Google,5,2023-12-13 14:04:28,mantap
Pengguna Google,5,2023-12-13 13:52:40,Mantap
Pengguna Google,5,2023-12-13 13:42:48,mantap banget
Pengguna Google,3,2023-12-13 13:20:21,mantep
Pengguna Google,1,2023-12-13 13:07:46,"Aplikasi busuk. Data lengkap cuman kartu sim hilang harus ke kepolisisan. Padahal tinggal hapus aja sim lama ganti yg baru ,, ribet"
Pengguna Google,5,2023-12-13 12:34:30,Gampang untuk transaksi. Tingkatkan pelayanan da. Transaksi yg lebih cepat
Pengguna Google,5,2023-12-13 12:20:07,Keren dapet cashback hingga 50k
Pengguna Google,5,2023-12-13 11:33:07,Apliaksi bagus dan bermanfaat lebih mudah juga
Pengguna Google,5,2023-12-13 11:22:01,Saya minta tolong bantu saya untuk biaya registrasi anak saya yang lagi kuliah.
Pengguna Google,5,2023-12-13 11:11:19,Makasih bank jago reward tunai nya 🥳🥳🥳 Semoga makin maju ..
Pengguna Google,5,2023-12-13 10:29:31,Mantap keren banget pake Bank ini
Pengguna Google,5,2023-12-13 10:04:38,"Keren sih. Cuman mau kasih masukan sedikit, kalau bisa limit Gratis Tarik tunainya dinaikkan lagi untuk semua level. Terima kasih."
Pengguna Google,1,2023-12-13 08:10:28,"Gini min kan saya udah ada akun jago saya,trus saya hapus akun nya.saya dawload lagi apk nya min.mau masuk kok susah kali min.bantu lah min"
Pengguna Google,5,2023-12-13 08:04:36,jago luar biasa
Pengguna Google,5,2023-12-13 07:12:04,bagua
Pengguna Google,4,2023-12-13 06:45:43,Wah udah bagus nih. Performa aplikasi gak berat. Tapi jatah gratis transfer tolong dinaikkan dong limitnya... hehehe😃
Pengguna Google,5,2023-12-13 06:35:13,"enak gak ada biaya admin perbulan, top-up gopay gk juga gak ada biaya tambahan. salut buat tim Jago!"
Pengguna Google,5,2023-12-13 06:12:54,Aplikasi ini bangus. Membantu sekali. Fiturnya sangat lengkap. Joss
Pengguna Google,1,2023-12-13 05:59:09,"Parah, saldo saya tidak masuk, namun transaksi selesai atau sukses, ini pencurian, tolong kembalikan saldo saya"
Pengguna Google,5,2023-12-13 05:32:43,"Bank jago keren, cs fast respon plus ada kartu debit 😍"
Pengguna Google,5,2023-12-13 04:43:06,"Memang debes , sesuai pilihan"
Pengguna Google,5,2023-12-13 04:34:37,sangat memuaskan
Pengguna Google,5,2023-12-13 03:54:25,Bank Jago Amanah Dalam Menjaga Tabungan Nasabah. Bank Jago Mantap
Pengguna Google,5,2023-12-13 03:38:38,Membantu dalam transaksi ke bank lain
Pengguna Google,5,2023-12-13 03:01:01,keren
Pengguna Google,5,2023-12-13 02:56:20,Bank jago sangat bermanfaat. Transfer gratis
Pengguna Google,5,2023-12-13 02:24:42,Saya edit lg bintangnya jd 5 krena akun saya udh bisa kebuka...ada bonus dr jago jg 10k.. terimakasih 🙏
Pengguna Google,5,2023-12-13 01:53:51,Keren sih ini
Pengguna Google,1,2023-12-13 01:22:08,Kalau lupa pasword cara nya gimana agar bisa masuk ke akun jago nya...
Pengguna Google,5,2023-12-13 01:21:29,Mantap
Pengguna Google,5,2023-12-13 00:42:15,Bank digital yg mempermudah qta untuk bertransaksi di era yg udah maju seperti sekarang ini..aplikasinya mudah sekali digunakan
Pengguna Google,1,2023-12-12 21:38:15,"Udah lama tidak buka jago,, saat ada uang masuk di jago 10 JT.. mau masuk susaaaaahhhh banget,, pake nik, pake pertanyaan 4x ,, padahal udah bisa masuk, nik benar ,, cmn salah jawab 4 soal , balik lagi login lagi, capekkkkk,, saya ihlasin 10jt,, ambil tubjage,, buang² waktu untuk ngurusin masuk ke aplikasi .."
Pengguna Google,5,2023-12-12 20:01:24,semoga app bermanfaat dan bisa membantu
Pengguna Google,5,2023-12-12 18:32:46,Aplilasinya bagus dan nyaman di pahami saya merekomendasikan banget ini mah
Pengguna Google,5,2023-12-12 18:15:16,semoga dapat saldo gratis😁
Pengguna Google,5,2023-12-12 17:38:44,Terbaik ...
Pengguna Google,5,2023-12-12 17:35:12,"Rekomendasi buat yang sering kirim"" uang,dan menabung,biaya transaksi antar bank gratis"
Pengguna Google,5,2023-12-12 16:50:36,"Semua nya baik. Hanya saja aku kasih sedikit saran ya, klo untuk login lebih di permudahkan aja biar gk susah2 amat 😅🙏"
Pengguna Google,5,2023-12-12 16:47:56,baik
Pengguna Google,2,2023-12-12 16:15:54,Susah mau login harus hafal sungguh 4 pertanyaan
Pengguna Google,5,2023-12-12 16:04:29,Bermanfaat banget buat Transfer ke berbagai Virtual Bank & E-Wallet. Apa lagi ada cashback nya. Saran : Terus Berkembang & Selalu Respon Kritik untuk Perbaikan & Meminimalkan beberapa kesalahan/kesulitan/bug bagi pengguna. & Jangan Lupa sering-sering berikan Cashback biar Pengguna Semakin Semangat Buat Bertransaksi apapun melalui Bank Jago. Semangat!!!
Pengguna Google,5,2023-12-12 15:45:09,aplikasinya bagus amat.. sering dapat bonus.. dan tidak ada kendala dalam pengiriman uang antar bank.. Terima kasih bank jago.
Pengguna Google,5,2023-12-12 15:24:39,OK
Pengguna Google,5,2023-12-12 15:02:22,Sangat membantu keuangan untuk investasi
Pengguna Google,5,2023-12-12 15:00:13,Cashback terus cuan cuan pake jago ga ribet dong
Pengguna Google,5,2023-12-12 14:26:54,Ok
Pengguna Google,5,2023-12-12 14:08:14,bagus banget🥰
Pengguna Google,5,2023-12-12 14:01:03,Mantapp👍
Pengguna Google,5,2023-12-12 14:00:42,Oke
Pengguna Google,5,2023-12-12 13:41:12,mantap
Pengguna Google,5,2023-12-12 13:40:29,Salah 1 bank digital yg sangat baik. Ringan dan fitur2nya sangat bagus. Tingkatkan dan terus pertahankan pelayanan yg baik!
Pengguna Google,5,2023-12-12 13:39:24,Nyaman deh. Banyak giftnya👍
Pengguna Google,5,2023-12-12 13:38:01,Bagus dan bermanfaat
Pengguna Google,5,2023-12-12 13:31:11,bagus banget
Pengguna Google,5,2023-12-12 13:20:08,Weh gaspol parah
Pengguna Google,5,2023-12-12 13:17:48,sip bagus
Pengguna Google,1,2023-12-12 12:20:26,"Ada yang kirim uang, laporan sudah ada tapi uang belum masuk, lapor cs wa yang bales robot dan hasilnya nihil, lapor lewat email cuman janji doang pas kirimi email lagi eh belum di bales, jadi ragu ma bank jago takut duitnya bablas, nyari duit tu susah setengah mati, jadi mending neo bank aja deh, cepat dan pelayanannya ok"
Pengguna Google,5,2023-12-12 12:13:04,Terbaik memang ini bank
Pengguna Google,5,2023-12-12 12:01:50,Transaksi mudah cepat dan gratis biaya admin😬
Pengguna Google,4,2023-12-12 11:50:31,mantap
Pengguna Google,5,2023-12-12 11:13:05,terimakasih bang jago teransper lewat bang jago sangat mudah
Pengguna Google,5,2023-12-12 11:11:48,Tingkatkan lagi jagoo
Pengguna Google,5,2023-12-12 10:10:34,top
Pengguna Google,1,2023-12-12 10:00:20,"app anjjj pas foto selfi langsung keluar sendiri, selalu begitu"
Pengguna Google,5,2023-12-12 09:45:50,Aplikasi ini sangat sangat membantu
Pengguna Google,2,2023-12-12 09:25:30,"Katanya selesai 3 misi dapat 25 rb , eh nyatanya cuma 3rb sajaa , , hahahaha , lucuuuuu"
Pengguna Google,5,2023-12-12 08:42:56,Kadang saat diperlukan susah mendapatkan pinjaman Tolong dipermudah untuk pensiunan
Pengguna Google,5,2023-12-12 08:10:08,Okeee
Pengguna Google,5,2023-12-12 07:54:07,mantap transfer
Pengguna Google,5,2023-12-12 07:37:40,sempurna
Pengguna Google,3,2023-12-12 07:00:42,Rer eve jmjb w🥱🥱👊👊
Pengguna Google,2,2023-12-12 05:57:41,kallo mau login harus hapall 4 pertnyaan .iya klo hapal klo lupa
Pengguna Google,1,2023-12-12 05:05:32,"tolong saya harus lapor kemana tiba2 uang saya ilang dan berpindah ke rekening lain, tolong kasih saya pengaduannya.. saya dua kali ketipu sama orang.."
Pengguna Google,5,2023-12-12 04:36:45,Mantap
Pengguna Google,1,2023-12-12 03:33:17,aplikasi apa ini ? verif wajah keluar dari aplikasi terus 👎
Pengguna Google,4,2023-12-12 03:03:59,keren ga ribet
Pengguna Google,2,2023-12-12 02:31:04,"Mau daptar lagi ga bisa, sedangkan data saya sudah terdapat, apakah disini bisa membantu saya"
Pengguna Google,5,2023-12-12 01:38:28,mantap sangat membantu
Pengguna Google,2,2023-12-12 00:29:16,"Terlanjur rubah ke syariah, mohon solusinya gimana cara mengembalikan ke mode semula?"
Pengguna Google,1,2023-12-12 00:04:42,Sulit login
Pengguna Google,1,2023-12-11 22:47:46,"Jangan mempersulit nasabah untuk login kembali ke akun, apk lain udan pakai face id.. Apk kudettt"
Pengguna Google,1,2023-12-11 22:17:00,Susah banget masuk. Padahal dari email no hp dan sandi benar. Malah di suruh menjawab pertanyaan yg gak pernah di jawab. Kayaknya ni aplikasi cuman mau menjaring edintitas KTP doang. Untung belum top up.
Pengguna Google,5,2023-12-11 20:04:15,Bagus sekali
Pengguna Google,5,2023-12-11 17:55:28,Tolong dibantu untuk masuk..karna ganti email..atas nama lena Nurlaena.mksh
Pengguna Google,1,2023-12-11 17:26:10,"Sampah, gak bisa login di perangkat baru, mau login aja ribet dan gak ada verifikasi no hp atau email suruh di tanya jawaban keamanan doang, masa iya harus inget pertanyaan dari tahun 2020"
Pengguna Google,1,2023-12-11 15:54:43,Ah pinjem malah suruh download gak bisa dipakai......tu makan bintang 1
Pengguna Google,5,2023-12-11 14:52:07,bagus bgt
Pengguna Google,5,2023-12-11 12:18:31,Good
Pengguna Google,5,2023-12-11 11:46:37,Gud
Pengguna Google,4,2023-12-11 11:34:45,Lumayan lah
Pengguna Google,1,2023-12-11 11:04:21,Aplikasi busik
Pengguna Google,5,2023-12-11 11:04:13,Bagus sekali Aplikasi nya
Pengguna Google,5,2023-12-11 11:03:31,Bank yang sangat mudah untuk diakses dan didaftar
Pengguna Google,5,2023-12-11 10:06:20,bank digital yg ada kartu debitnya..keren sih
Pengguna Google,1,2023-12-11 10:02:59,Tidak bermanfaat
Pengguna Google,1,2023-12-11 09:04:35,Aplikasi tidak sesuai
Pengguna Google,1,2023-12-11 08:32:47,"Gak jelas,aplikasi buruk"
Pengguna Google,5,2023-12-11 07:25:17,Mantul banget
Pengguna Google,5,2023-12-11 06:57:08,Bagus
Pengguna Google,5,2023-12-11 06:39:48,"Keren nih aplikasi bs bantu nabung, banyak bonusnya lagi :)"
Pengguna Google,5,2023-12-11 06:28:31,bagus cepat
Pengguna Google,5,2023-12-11 05:26:59,mntap
Pengguna Google,5,2023-12-11 05:21:17,Mantap 👍 lancar dalam berbagai masalah
Pengguna Google,1,2023-12-11 05:07:10,Jgn di douwload aplikasi ini sdh rusak soalnya aq aja sdh tak hapus daripada kawan2 menyesal mending g usah di douwlowd ok
Pengguna Google,1,2023-12-11 03:37:57,"Ribet bangt mau log in, yaudah gaperlu pake apk ini lagi."
Pengguna Google,5,2023-12-11 02:20:08,good
Pengguna Google,5,2023-12-11 00:35:48,sangat bagus
Pengguna Google,5,2023-12-10 23:35:00,sangat membantu keuangan digital sy.
Pengguna Google,4,2023-12-10 23:24:24,akan lebih baik kalau bisa ditautkan di akun google 🙏
Pengguna Google,5,2023-12-10 21:00:13,ok
Pengguna Google,5,2023-12-10 20:45:22,Kak mau cerita sedikit..saya kemaren ikut an kerja an dioneline dan kerjanya ditelegram...ternyata saya ditipu dan dia suruh transfer uang saya ke bank namanya bank jago ini..apakah bisa kak menyelesaikan masalah saya karena uang saya masih ditahan di sana walaupun akun saya masih bisa dibuka dan ada saldo disana...tapi uangnya nggak bisa ditarik? Apa bisa dibantu kak..
Pengguna Google,5,2023-12-10 20:36:25,Nice
Pengguna Google,4,2023-12-10 17:53:56,"Lumayan wlpun agak bingung diawal,,,cuma kadang2 notifikasinya suka telat,,,tapi yg laen masih baguslah"
Pengguna Google,5,2023-12-10 17:16:12,bagus
Pengguna Google,5,2023-12-10 16:03:17,kren
Pengguna Google,1,2023-12-10 15:26:50,"Mohon untuk data saya di hapus yah, saya tidak dapat melakukan pinjaman ,aplikasinya membingungkan"
Pengguna Google,5,2023-12-10 15:07:59,Mudah mudahan harapan nya selalu baik
Pengguna Google,5,2023-12-10 15:01:06,Oke
Pengguna Google,1,2023-12-10 13:45:33,Sangat susah mau login.😤😤😤
Pengguna Google,1,2023-12-10 13:28:36,"Bos balikin saldo gw,350 RB lebih Jago? Maksudnya ap? Gw  tdi  pengajuan hapus kantong jago atas nama"" kantong k Liza senilai 350.000 lebih"" saldo nya kenapa ga kembali ke kantong utama??? Balikin uang gw, ga terima gw, balikin!!!! Atas nama akun ALYUSUFI MUHAIMIN SIPAHUTAR  Posisi jaringan lelet,saya hapus kantong atas nama ""kantong k Liza"" he saya tunggu tunggu ga masuk saldonya ke kantong utama Saldo kantong k liza yg sudah terhapus 350rb lebih "" TOLONG DIBALIKIN!!!!"
Pengguna Google,5,2023-12-10 13:27:18,"Alhamdulillah aplikasi yg rekomen buat di jaman seperti ini, serba simpel dan mudah"
Pengguna Google,5,2023-12-10 11:50:21,Ka mau login ke akun saya tapi di pinta kode privikasi 2tahap masalah HP yang dulu uda di jual itu gmn ya
Pengguna Google,5,2023-12-10 10:41:47,Sangat istimewa
Pengguna Google,5,2023-12-10 07:56:33,"Recommended,proses tf cepat"
Pengguna Google,5,2023-12-10 07:39:11,Aplikasi syari'ah bank digital sangat aman dan lengkap sekali filtur nya
Pengguna Google,5,2023-12-10 06:57:15,Alhamdulillah aman terjaga dan sangat mudah
Pengguna Google,5,2023-12-10 06:36:52,Sejauh ini aman sih
Pengguna Google,1,2023-12-10 06:32:58,"Dana hilang, bukannya tanggung jawab malah di ghosting."
Pengguna Google,5,2023-12-10 05:37:40,bagus
Pengguna Google,1,2023-12-10 05:30:25,Log in susah banget passworde dah bener masa salah melulu. sistem error.
Pengguna Google,4,2023-12-10 04:37:13,keren apkny
Pengguna Google,5,2023-12-10 04:25:15,good
Pengguna Google,3,2023-12-10 02:15:25,Cs nya kurang
Pengguna Google,5,2023-12-10 02:08:29,oke dahhh
Pengguna Google,5,2023-12-10 01:25:52,"V,n"
Pengguna Google,5,2023-12-10 00:03:12,keren
Pengguna Google,5,2023-12-09 23:30:22,sayah suka
Pengguna Google,5,2023-12-09 21:05:53,untuk saat ini oke lah
Pengguna Google,5,2023-12-09 20:32:13,Tolong verifikasi langkah ke 2
Pengguna Google,5,2023-12-09 20:12:43,Jago adalah jagoannya bank syariah
Pengguna Google,5,2023-12-09 18:43:19,Semoga cepat di setujui langsung saja saya berikan bintang 5
Pengguna Google,1,2023-12-09 17:09:38,Mau login karena abis kereset harus hapal 4 pertanyaan yg gw ngga set sendiri. Wagilasih.
Pengguna Google,5,2023-12-09 17:04:40,Apk spesial
Pengguna Google,1,2023-12-09 15:33:42,Di kemanain saldo gue yang rp.55.000 ???👎👎👎
Pengguna Google,1,2023-12-09 15:10:36,Kenapa verifikasi 2 langkah gabisa terus
Pengguna Google,5,2023-12-09 14:59:56,Nyaman walaupun awal bingung akhirnya indah pada waktunya
Pengguna Google,5,2023-12-09 14:42:50,"aplikasinya menarik, mudah digunakan, terpercaya juga"
Pengguna Google,1,2023-12-09 14:32:57,"Buang waktu, data di aplikasi tidak bisa dihapus, tolong jangan salah gunakan data saya dan saya tidak bertanggung jawab jika ada masalah dikemudian hari"
Pengguna Google,5,2023-12-09 14:09:46,luar biasa jago sangat membantu segala hal
Pengguna Google,1,2023-12-09 13:45:52,"Pendaftaran saya di tolak , saya akan laporkan kepihak berwajib jika data saya sampai disalah gunakan"
Pengguna Google,5,2023-12-09 13:01:31,Yang terbaik selain bank jago nggak ada yang Laen selain bank jago
Pengguna Google,5,2023-12-09 11:46:40,Loveee
Pengguna Google,5,2023-12-09 11:44:52,Sangat mudah digunakan aplikasi bagus
Pengguna Google,5,2023-12-09 09:37:12,Sangat membantu untuk transaksi
Pengguna Google,5,2023-12-09 09:15:00,Mantab bank jago
Pengguna Google,5,2023-12-09 06:00:59,ihhh baru pertama kali pake tpi aku udah lngsung seneng banget transaksi jadi mudah dengan bank jago😍
Pengguna Google,5,2023-12-09 05:23:58,"aplikasi bagus, mudah untuk digunakan"
Pengguna Google,2,2023-12-09 04:28:37,"Kenapa saya ga bisa buka akun saya yg lama, setiap mau daftar ga bisa terus"
Pengguna Google,5,2023-12-09 01:40:55,"Terima kasih bank jago,mantap sangat mambantu"
Pengguna Google,5,2023-12-09 01:13:02,good
Pengguna Google,5,2023-12-09 00:16:41,Jos
Pengguna Google,5,2023-12-08 23:54:57,mantap ngak ribet kayak m banking sebelah transaksi juga mudah dan aman belum ada kendala selama ini
Pengguna Google,5,2023-12-08 22:24:43,Mantap simpel dan amana
Pengguna Google,5,2023-12-08 18:25:22,Sangat Membantu Proses Keuangan
Pengguna Google,5,2023-12-08 17:37:20,Cocok sekali buat pengguna bank digital 😍
Pengguna Google,5,2023-12-08 16:57:14,ok
Pengguna Google,5,2023-12-08 16:45:44,sangat bagus
Pengguna Google,3,2023-12-08 16:19:17,Cukup
Pengguna Google,5,2023-12-08 14:48:43,Aplikasinya mudah digunakan dan pendaftaran juga sangat mudah
Pengguna Google,5,2023-12-08 14:32:11,pelayanan sangat memuaskan
Pengguna Google,1,2023-12-08 14:30:02,Apk g jelas kode verifikasi g masuk masuk
Pengguna Google,1,2023-12-08 14:17:40,Di hp A saya akun jago saya logout sendiri.. saya mencoba masuk tapi masalah verifikasi 2 langkah.. cek salah satu perangkatmu Padahal hp B saya akun jago udah tidak terinstal.. mencoba masuk dari dari hp B sama verifikasi 2 langkah juga.. verifikasi kode sms.. tapi tidak ada sms/kode masuk.. Untuk verifikasi kode mohon untuk dikasih opsi pilihan misal via whatsapp atau email..  Terimakasih
Pengguna Google,5,2023-12-08 13:26:14,Mantap sangat mudah👍👍👍
Pengguna Google,5,2023-12-08 13:18:22,Jago jago syariah memang pas buat kami
Pengguna Google,5,2023-12-08 12:59:25,keren
Pengguna Google,5,2023-12-08 12:57:45,Bank yang sangat memudahkan utk membagi pos pos keuangan
Pengguna Google,1,2023-12-08 12:53:23,Nyusahin kalo pas login
Pengguna Google,5,2023-12-08 12:52:37,Mantap bisa buat kita yg ingin bikin tabungan
Pengguna Google,5,2023-12-08 12:47:14,Mempermudah dalam bertransaksi apapun
Pengguna Google,1,2023-12-08 12:35:50,Kacau nih aplikasi nya Ribet banget menyulitkan Saya yang ga gaptek aja bingung Apalagi yg gaptek ya 😥
Pengguna Google,5,2023-12-08 12:31:27,"sangat memudahkan penggunanya, seneng bisa kenal dan tau jago... bismillah januari kluar card fisik nya"
Pengguna Google,1,2023-12-08 12:25:19,"Susah buat login, harus nunggu kode verif lewat SMS tapi kode verifikasi ga di kirim² lewat sms"
Pengguna Google,3,2023-12-08 12:21:39,"segera diperbaiki, tidak bisa verifikasi foto selfie saat membuat akun padahal izin kamera sudah dihidupkan"
Pengguna Google,1,2023-12-08 12:04:52,gabisa masuk
Pengguna Google,5,2023-12-08 12:03:35,terimakasih
Pengguna Google,5,2023-12-08 10:43:16,Bagus sekali
Pengguna Google,5,2023-12-08 10:40:30,"Menurut gua sih ini apk bank digital yg bagus, mempermudah transaksi, gua kasih nilai 5 bintang buat nih apk, gampang bgt cara make nya"
Pengguna Google,1,2023-12-08 09:48:04,"Benar benar kecewa dengan pelayanan customer service nya, Ketika kita mengalami kendala lupa password CS tidak dapat membantu sama sekali, Kita tidak bisa melakukan reset password dengan cara menghubungi CS dari Jago meskipun kita pemilik sah dari akun Jago tersebut, Mohon untuk di perbaiki. Dan untuk pengiriman kode OTP mohon tambahkan opsi kirim melalui email untuk mempermudah pengguna yang memiliki kendala dengan nomor hp seperi hilang / sudah tidak dapat di akses karna alasan tertentu"
Pengguna Google,5,2023-12-08 09:35:46,Perbaikilah
Pengguna Google,5,2023-12-08 09:23:12,saya puas dengan adanya bank sangat membantu saya terima kasih
Pengguna Google,5,2023-12-08 08:46:26,👍🏼👍🏼👍🏼👍🏼
Pengguna Google,5,2023-12-08 08:43:06,Mohon bantuannya lupa pass. Tidak ada reset pass karena no telp pasca bayar saya sudah tidak aktif hanya bisa no NIK dan email saja. Malah SMS ke mailbox SMS. Terus saya tidak bisa buka akun saya yg di Bank Jago. No CS anda juga tidak ada
Pengguna Google,5,2023-12-08 08:14:22,Dari mulai registrasi sampai transaksi berjalan lancar cepat keren
Pengguna Google,1,2023-12-08 08:00:05,Apk ini parah ga mempermudah ...mau login susah kirim otp ke sms tapi ga masuk ga ada cape deh...
Pengguna Google,1,2023-12-08 07:45:38,"Susah sekali registrasi, setiap kali pemindaian wajah, selalu kembali sendri"
Pengguna Google,1,2023-12-08 06:21:56,Sebenarnya seneng banget pakai bank jago tp tgl 3 transfer uang GK masuk2 sampai tgl 8. Udah laporan tanggapannya bilang transaksi sudah sukses gk ada tindak lanjut lagi. Padahal dibank tujuan belum ada uang masuk .
Pengguna Google,5,2023-12-08 06:11:22,Kode referal yg mana ya ?
Pengguna Google,1,2023-12-08 06:05:57,"Kocak nih banking, mau login aja di susahin, ada pilihan pertanyaan padahal ga pernah suruh ngisi pertanyaan kocakk, mau login harus ada persetujuan dari hp sebelumnya padahal hp sebelumnya udah ke jual, gini kok mau nambah member 😂🤮, payahh 👎🏻👎🏻👎🏻"
Pengguna Google,1,2023-12-08 05:35:26,Untuk kali ini saya sangat-sangat kecewa terhadap bank jago karena pelayanan yg saya adukan untuk kedua kalinya tdk selesai & pihak bank jago juga buang badan percuma pengabdian sy slma 2 thn ini makai bank jago. Untuk teman-teman janganlah coba pakai bank jago lebih baik pakai bank mandiri/mnc bank yg lebih mendengarkan dan mengabulkan permasalahan yg kita laporkan.ingat jangan pernah gunakan bank jago entar menyesal dan uang anda raim👍👍
Pengguna Google,3,2023-12-08 05:22:35,"Kok sering gangguan ya, susah masuk"
Pengguna Google,5,2023-12-08 05:22:29,Terima kasih
Pengguna Google,5,2023-12-08 05:15:57,Ok
Pengguna Google,5,2023-12-08 05:10:30,"Duh bank jago, tolong dipermudah dong SMS kode otpnya. Capek nunggui ngak masuk masuk. Posisi lagi butuh banget eeh ngak bisa dibuka. Tolonglah bank jago dipermudah ngirim otpnya. Terimakasih"
Pengguna Google,1,2023-12-08 04:58:37,Susah login nya gk dapat verifikasi nya sampe sekarang
Pengguna Google,1,2023-12-08 04:32:18,"Ini aplikasi kek gimana sih, gw udah ngundang 1 orang dan udah memenuhi syarat, tapi bonusnya belum ke kirim. Pas ditanya ke pihak bantuan bank jago, malah gak tau apa kendalanya. Hadeuhh cape² nungguin satu bulan, eh gak dapet bonus"
Pengguna Google,4,2023-12-08 04:21:04,Sy sangat puas menggunakan jago ini...mudah dan cepat.
Pengguna Google,1,2023-12-08 03:42:32,Saya harap untuk segera di perbaik perihal otp yg tidak bisa di dapat. Jangan sampai para pengguna merasa kecewa dan berpindah haluan.
Pengguna Google,5,2023-12-08 03:40:19,Good
Pengguna Google,3,2023-12-08 03:33:05,"Sudah download tp gak bs dibuka,sedang ada gangguan terus,gmn ini yh?"
Pengguna Google,5,2023-12-08 03:32:35,pokoknya bagus deh
Pengguna Google,1,2023-12-08 03:17:50,"Ni gangguan nya mau sampai kapan, butuh banget ini. Nyesel banget nyimpen uang di jago"
Pengguna Google,1,2023-12-08 03:17:06,"Ribet klo mau gnti nmor masa harus ke gerai lartu nya, gk kya yang lain gampang !!!"
Pengguna Google,1,2023-12-08 03:15:40,No lt helpful
Pengguna Google,1,2023-12-08 02:54:30,Ini gmn hp sebelumnya yg buat login rusak mau login pake hp lain gk bisa2 email pass udh bener nik juga bener trs suruh jawab pertanyaan juga bener tpi sistem bilang salah
Pengguna Google,5,2023-12-08 02:35:11,mantapzz
Pengguna Google,1,2023-12-08 02:33:40,"tolonglah ya,klo kirim otp tuh ga usah lama2 pending,kblokir dl sejam bru otp masuk .bego bgt!!!"
Pengguna Google,5,2023-12-07 22:25:15,Bank Jago pilihan terbaik..Sangat memudahkan segala transaksi.
Pengguna Google,5,2023-12-07 22:17:00,"makasih flip, bintang 5"
Pengguna Google,5,2023-12-07 21:39:21,byuuuh ... byuuuh ... iso tuuuepak ngene. suuiiip pokok'e
Pengguna Google,5,2023-12-07 19:16:47,Sangat membantu sekali dan mempermudah dalam mengirim uang sangat bagus sekali terima kasih bank digital syariah the best bgt
Pengguna Google,5,2023-12-07 19:04:03,"mantap, bisa punya rekening digital."
Pengguna Google,5,2023-12-07 18:47:42,ok
Pengguna Google,1,2023-12-07 18:28:44,"Error terus, selalu bermasalah untuk login"
Pengguna Google,5,2023-12-07 16:54:07,Luar binasaaa
Pengguna Google,5,2023-12-07 16:48:19,mantap menggunakan bank jago ini jadi gampang buat nabung dan transfer kemana mana👍👍👍
Pengguna Google,5,2023-12-07 14:01:59,Sangat membantu
Pengguna Google,1,2023-12-07 13:59:17,Bug Error pas login nya tolong di perbaiki bug nya
Pengguna Google,5,2023-12-07 12:54:16,Mau bank nya bagus banget bank jgo solusi nya transfer cepat dijamin aman saya sudah memakai nya pokok nya bagus sekali
Pengguna Google,1,2023-12-07 12:14:04,Aplikasi Yang Sangat Sangat Tidak Bagus Saya Baru Saja Buat Akun Tapi Tiba Tiba Akun Saya Eror Tidak Bisah Di Akses Untung Belum Saya Isi Saldo
Pengguna Google,3,2023-12-07 12:07:43,Kok kode otp nya ngk di kirim kirim
Pengguna Google,5,2023-12-07 11:59:46,Aplikasi yang sangat aman dan terpercaya
Pengguna Google,5,2023-12-07 11:13:18,mantap
Pengguna Google,1,2023-12-07 10:27:24,Kode otp sangant lambat
Pengguna Google,5,2023-12-07 10:16:41,M-banking terbaik pilihan anak muda
Pengguna Google,1,2023-12-07 09:38:09,Tolong hapus data saya....data sudah di isi dengan benar begitu verifikasi wajah berhasil langsung keluar dari apk...apk ga jelas..saya uninstal apk ini
Pengguna Google,1,2023-12-07 09:18:09,"Mau login susah amat, katanya suruh verif ke perangkat lain. Eh di perangkat lain juga sama kek gitu, jd harus perangkat yg mana??"
Pengguna Google,4,2023-12-07 09:07:33,Is the best
Pengguna Google,5,2023-12-07 08:49:04,"""VERY GOOD"""
Pengguna Google,5,2023-12-07 08:25:33,mantap
Pengguna Google,5,2023-12-07 08:23:09,"BAD SANGAT BURUK, mau pemuktahiran data biar sama dg pengajuan Atome tapi log in ajah dipersulit, kirim SMS verifikasi lelet cuk, setelah minta kirim lagi baru muncul yg pertama,gt aja terus, BILANG AJAH MEMPERSULIT NASABAH. PER DETIK INI SAYA HAPUS APK JAGO DAN ATOME."
Pengguna Google,1,2023-12-07 07:57:22,"Apk sampahh mau login aja ribet sekali padahal udh masukin nomor dan sandi udh bener malah pake verifikasi perangkat lain padahal baru ganti hp tlol bgt asli , apk sampah semoga cepet eror"
Pengguna Google,5,2023-12-07 07:36:55,bagus...
Pengguna Google,2,2023-12-07 06:01:13,pengiriman kode otp nyaa lama
Pengguna Google,5,2023-12-07 05:40:41,Sejauh ini sangat puas.. love it
Pengguna Google,1,2023-12-07 05:39:32,Tidak jelas APK ini.... Niatnya mau minum dana tapi tumpukannya berbeda. Saya uninstal aja dan tolong jangan di salah gunakan data saya
